date,price
2023-05-25,26478.00
2023-05-26,26718.00
2023-05-27,26872.00
2023-05-28,28072.00
2023-05-29,27749.00
2023-05-30,27706.00
2023-05-31,27219.00
2023-06-01,26826.00
2023-06-02,27251.00
2023-06-03,27076.00
2023-06-04,27125.00
2023-06-05,25739.00
2023-06-06,27236.00
2023-06-07,26348.00
2023-06-08,26510.00
2023-06-09,26484.00
2023-06-10,25857.00
2023-06-11,25941.00
2023-06-12,25906.00
2023-06-13,25934.00
2023-06-14,25127.00
2023-06-15,25573.00
2023-06-16,26333.00
2023-06-17,26507.00
2023-06-18,26340.00
2023-06-19,26842.00
2023-06-20,28315.00
2023-06-21,30009.00
2023-06-22,29889.00
2023-06-23,30716.00
2023-06-24,30548.00
2023-06-25,30477.00
2023-06-26,30274.00
2023-06-27,30696.00
2023-06-28,30079.00
2023-06-29,30444.00
2023-06-30,30469.00
2023-07-01,30592.00
2023-07-02,30616.00
2023-07-03,31158.00
2023-07-04,30771.00
2023-07-05,30501.00
2023-07-06,29912.00
2023-07-07,30348.00
2023-07-08,30293.00
2023-07-09,30167.00
2023-07-10,30421.00
2023-07-11,30621.00
2023-07-12,30382.00
2023-07-13,31471.00
2023-07-14,30331.00
2023-07-15,30301.00
2023-07-16,30253.00
2023-07-17,30154.00
2023-07-18,29868.00
2023-07-19,29919.00
2023-07-20,29806.00
2023-07-21,29908.00
2023-07-22,29789.00
2023-07-23,30085.00
2023-07-24,29177.00
2023-07-25,29224.00
2023-07-26,29354.00
2023-07-27,29219.00
2023-07-28,29317.00
2023-07-29,29360.00
2023-07-30,29279.00
2023-07-31,29231.00
2023-08-01,29696.00
2023-08-02,29164.00
2023-08-03,29176.00
2023-08-04,29077.00
2023-08-05,29049.00
2023-08-06,29042.00
2023-08-07,29181.00
2023-08-08,29764.00
2023-08-09,29565.00
2023-08-10,29423.00
2023-08-11,29398.00
2023-08-12,29415.00
2023-08-13,29284.00
2023-08-14,29408.00
2023-08-15,29172.00
2023-08-16,28701.00
2023-08-17,26642.00
2023-08-18,26051.00
2023-08-19,26097.00
2023-08-20,26192.00
2023-08-21,26125.00
2023-08-22,26042.00
2023-08-23,26431.00
2023-08-24,26168.00
2023-08-25,26048.00
2023-08-26,26008.00
2023-08-27,26090.00
2023-08-28,26103.00
2023-08-29,27726.00
2023-08-30,27300.00
2023-08-31,25932.00
2023-09-01,25798.00
2023-09-02,25870.00
2023-09-03,25970.00
2023-09-04,25819.00
2023-09-05,25783.00
2023-09-06,25748.00
2023-09-07,26245.00
2023-09-08,25908.00
2023-09-09,25899.00
2023-09-10,25836.00
2023-09-11,25155.00
2023-09-12,25844.00
2023-09-13,26226.00
2023-09-14,26529.00
2023-09-15,26607.00
2023-09-16,26571.00
2023-09-17,26535.00
2023-09-18,26770.00
2023-09-19,27214.00
2023-09-20,27128.00
2023-09-21,26563.00
2023-09-22,26581.00
2023-09-23,26583.00
2023-09-24,26248.00
2023-09-25,26297.00
2023-09-26,26208.00
2023-09-27,26361.00
2023-09-28,27026.00
2023-09-29,26911.00
2023-09-30,26966.00
2023-10-01,27995.00
2023-10-02,27507.00
2023-10-03,27435.00
2023-10-04,27790.00
2023-10-05,27417.00
2023-10-06,27948.00
2023-10-07,27971.00
2023-10-08,27933.00
2023-10-09,27594.00
2023-10-10,27395.00
2023-10-11,26874.00
2023-10-12,26756.00
2023-10-13,26867.00
2023-10-14,26855.00
2023-10-15,27174.00
2023-10-16,28518.00
2023-10-17,28408.00
2023-10-18,28328.00
2023-10-19,28733.00
2023-10-20,29688.00
2023-10-21,29927.00
2023-10-22,30002.00
2023-10-23,33074.00
2023-10-24,33917.00
2023-10-25,34498.00
2023-10-26,34165.00
2023-10-27,33906.00
2023-10-28,34091.00
2023-10-29,34538.00
2023-10-30,34495.00
2023-10-31,34661.00
2023-11-01,35440.00
2023-11-02,34937.00
2023-11-03,34727.00
2023-11-04,35086.00
2023-11-05,35045.00
2023-11-06,35042.00
2023-11-07,35414.00
2023-11-08,35640.00
2023-11-09,36693.00
2023-11-10,37319.00
2023-11-11,37152.00
2023-11-12,37086.00
2023-11-13,36485.00
2023-11-14,35564.00
2023-11-15,37877.00
2023-11-16,36165.00
2023-11-17,36625.00
2023-11-18,36590.00
2023-11-19,37426.00
2023-11-20,37480.00
2023-11-21,35758.00
2023-11-22,37424.00
2023-11-23,37301.00
2023-11-24,37746.00
2023-11-25,37809.00
2023-11-26,37460.00
2023-11-27,37240.00
2023-11-28,37839.00
2023-11-29,37863.00
2023-11-30,37719.00
2023-12-01,38707.00
2023-12-02,39474.00
2023-12-03,39989.00
2023-12-04,41985.00
2023-12-05,44075.00
2023-12-06,43764.00
2023-12-07,43291.00
2023-12-08,44193.00
2023-12-09,43712.00
2023-12-10,43786.00
2023-12-11,41242.00
2023-12-12,41458.00
2023-12-13,42888.00
2023-12-14,43031.00
2023-12-15,41925.00
2023-12-16,42246.00
2023-12-17,41345.00
2023-12-18,42650.00
2023-12-19,42258.00
2023-12-20,43665.00
2023-12-21,43873.00
2023-12-22,44002.00
2023-12-23,43733.00
2023-12-24,43033.00
2023-12-25,43591.00
2023-12-26,42510.00
2023-12-27,43473.00
2023-12-28,42583.00
2023-12-29,42072.00
2023-12-30,42148.00
2023-12-31,42258.00
2024-01-01,44187.00
2024-01-02,44970.00
2024-01-03,42865.00
2024-01-04,44186.00
2024-01-05,44184.00
2024-01-06,43999.00
2024-01-07,43944.00
2024-01-08,46995.00
2024-01-09,46124.00
2024-01-10,46681.00
2024-01-11,46360.00
2024-01-12,42778.00
2024-01-13,42843.00
2024-01-14,41715.00
2024-01-15,42493.00
2024-01-16,43131.00
2024-01-17,42738.00
2024-01-18,41283.00
2024-01-19,41628.00
2024-01-20,41673.00
2024-01-21,41560.00
2024-01-22,39528.00
2024-01-23,39868.00
2024-01-24,40074.00
2024-01-25,39916.00
2024-01-26,41818.00
2024-01-27,42124.00
2024-01-28,42026.00
2024-01-29,43305.00
2024-01-30,42946.00
2024-01-31,42558.00
2024-02-01,43071.00
2024-02-02,43183.00
2024-02-03,42994.00
2024-02-04,42570.00
2024-02-05,42659.00
2024-02-06,43092.00
2024-02-07,44346.00
2024-02-08,45300.00
2024-02-09,47161.00
2024-02-10,47770.00
2024-02-11,48313.00
2024-02-12,49937.00
2024-02-13,49720.00
2024-02-14,51844.00
2024-02-15,51942.00
2024-02-16,52161.00
2024-02-17,51664.00
2024-02-18,52130.00
2024-02-19,51789.00
2024-02-20,52275.00
2024-02-21,51843.00
2024-02-22,51253.00
2024-02-23,50743.00
2024-02-24,51562.00
2024-02-25,51722.00
2024-02-26,54524.00
2024-02-27,57068.00
2024-02-28,62512.00
2024-02-29,61161.00
2024-03-01,62444.00
2024-03-02,62042.00
2024-03-03,63142.00
2024-03-04,68359.00
2024-03-05,63796.00
2024-03-06,66120.00
2024-03-07,66941.00
2024-03-08,68285.00
2024-03-09,68463.00
2024-03-10,69026.00
2024-03-11,72118.00
2024-03-12,71473.00
2024-03-13,73121.00
2024-03-14,71371.00
2024-03-15,69516.00
2024-03-16,65248.00
2024-03-17,68352.00
2024-03-18,67613.00
2024-03-19,61897.00
2024-03-20,67872.00
2024-03-21,65485.00
2024-03-22,63807.00
2024-03-23,64001.00
2024-03-24,67188.00
2024-03-25,69898.00
2024-03-26,69997.00
2024-03-27,69421.00
2024-03-28,70803.00
2024-03-29,69903.00
2024-03-30,69613.00
2024-03-31,71285.00
2024-04-01,69699.00
2024-04-02,65469.00
2024-04-03,65988.00
2024-04-04,68538.00
2024-04-05,67857.00
2024-04-06,68917.00
2024-04-07,69358.00
2024-04-08,71613.00
2024-04-09,69135.00
2024-04-10,70630.00
2024-04-11,70015.00
2024-04-12,67150.00
2024-04-13,64054.00
2024-04-14,65749.00
2024-04-15,63438.00
2024-04-16,63830.00
2024-04-17,61278.00
2024-04-18,63515.00
2024-04-19,63821.00
2024-04-20,64990.00
2024-04-21,64950.00
2024-04-22,66855.00
2024-04-23,66421.00
2024-04-24,64259.00
2024-04-25,64493.00
2024-04-26,63745.00
2024-04-27,63429.00
2024-04-28,63098.00
2024-04-29,63832.00
2024-04-30,60632.00
2024-05-01,58256.00
2024-05-02,59099.00
2024-05-03,62915.00
2024-05-04,63899.00
2024-05-05,64021.00
2024-05-06,63164.00
2024-05-07,62320.00
2024-05-08,61181.00
2024-05-09,63075.00
2024-05-10,60793.00
2024-05-11,60816.00
2024-05-12,61462.00
2024-05-13,62934.00
2024-05-14,61543.00
2024-05-15,66242.00
2024-05-16,65252.00
2024-05-17,67053.00
2024-05-18,66930.00
2024-05-19,66275.00
2024-05-20,71401.00
2024-05-21,70136.00
2024-05-22,69118.00
2024-05-23,67945.00
2024-05-24,68548.00
2024-05-25,69275.00
2024-05-26,68489.00
2024-05-27,69392.00
2024-05-28,68327.00
2024-05-29,67564.00
2024-05-30,68338.00
2024-05-31,67477.00
2024-06-01,67723.00
2024-06-02,67752.00
2024-06-03,68801.00
2024-06-04,70564.00
2024-06-05,71119.00
2024-06-06,70775.00
2024-06-07,69326.00
2024-06-08,69306.00
2024-06-09,69640.00
2024-06-10,69501.00
2024-06-11,67306.00
2024-06-12,68243.00
2024-06-13,66733.00
2024-06-14,65996.00
2024-06-15,66182.00
2024-06-16,66622.00
2024-06-17,66475.00
2024-06-18,65145.00
2024-06-19,64946.00
2024-06-20,64845.00
2024-06-21,64102.00
2024-06-22,64233.00
2024-06-23,63154.00
2024-06-24,60252.00
2024-06-25,61789.00
2024-06-26,60807.00
2024-06-27,61622.00
2024-06-28,60315.00
2024-06-29,60879.00
2024-06-30,62676.00
2024-07-01,62829.00
2024-07-02,62033.00
2024-07-03,60142.00
2024-07-04,57045.00
2024-07-05,56632.00
2024-07-06,58251.00
2024-07-07,55829.00
2024-07-08,56710.00
2024-07-09,58033.00
2024-07-10,57733.00
2024-07-11,57348.00
2024-07-12,57889.00
2024-07-13,59226.00
2024-07-14,60823.00
2024-07-15,64769.00
2024-07-16,65081.00
2024-07-17,64091.00
2024-07-18,63964.00
2024-07-19,66705.00
2024-07-20,67155.00
2024-07-21,68158.00
2024-07-22,67562.00
2024-07-23,65944.00
2024-07-24,65376.00
2024-07-25,65796.00
2024-07-26,67921.00
2024-07-27,67892.00
2024-07-28,68264.00
2024-07-29,66780.00
2024-07-30,66171.00
2024-07-31,64612.00
2024-08-01,65293.00
2024-08-02,61421.00
2024-08-03,60672.00
2024-08-04,58142.00
2024-08-05,54014.00
2024-08-06,56053.00
2024-08-07,55136.00
2024-08-08,61699.00
2024-08-09,60860.00
2024-08-10,60952.00
2024-08-11,58725.00
2024-08-12,59362.00
2024-08-13,60620.00
2024-08-14,58697.00
2024-08-15,57557.00
2024-08-16,58883.00
2024-08-17,59487.00
2024-08-18,58430.00
2024-08-19,59497.00
2024-08-20,59012.00
2024-08-21,61159.00
2024-08-22,60383.00
2024-08-23,64085.00
2024-08-24,64174.00
2024-08-25,64262.00
2024-08-26,62852.00
2024-08-27,59427.00
2024-08-28,59033.00
2024-08-29,59365.00
2024-08-30,59113.00
2024-08-31,58967.00
2024-09-01,57310.00
2024-09-02,59133.00
2024-09-03,57493.00
2024-09-04,57956.00
2024-09-05,56158.00
2024-09-06,53955.00
2024-09-07,54147.00
2024-09-08,54866.00
2024-09-09,57059.00
2024-09-10,57659.00
2024-09-11,57342.00
2024-09-12,58139.00
2024-09-13,60545.00
2024-09-14,60012.00
2024-09-15,59130.00
2024-09-16,58212.00
2024-09-17,60316.00
2024-09-18,61757.00
2024-09-19,62940.00
2024-09-20,63211.00
2024-09-21,63364.00
2024-09-22,63563.00
2024-09-23,63325.00
2024-09-24,64260.00
2024-09-25,63147.00
2024-09-26,65175.00
2024-09-27,65781.00
2024-09-28,65876.00
2024-09-29,65601.00
2024-09-30,63302.00
2024-10-01,60807.00
2024-10-02,60634.00
2024-10-03,60745.00
2024-10-04,62081.00
2024-10-05,62063.00
2024-10-06,62814.00
2024-10-07,62212.00
2024-10-08,62133.00
2024-10-09,60582.00
2024-10-10,60278.00
2024-10-11,62452.00
2024-10-12,63194.00
2024-10-13,62849.00
2024-10-14,66070.00
2024-10-15,67061.00
2024-10-16,67622.00
2024-10-17,67392.00
2024-10-18,68420.00
2024-10-19,68359.00
2024-10-20,69011.00
2024-10-21,67340.00
2024-10-22,67382.00
2024-10-23,66601.00
2024-10-24,68155.00
2024-10-25,66578.00
2024-10-26,67003.00
2024-10-27,67938.00
2024-10-28,69918.00
2024-10-29,72729.00
2024-10-30,72331.00
2024-10-31,70231.00
2024-11-01,69490.00
2024-11-02,69330.00
2024-11-03,68738.00
2024-11-04,67818.00
2024-11-05,69386.00
2024-11-06,75637.00
2024-11-07,75921.00
2024-11-08,76561.00
2024-11-09,76722.00
2024-11-10,80425.00
2024-11-11,88770.00
2024-11-12,88031.00
2024-11-13,90521.00
2024-11-14,87333.00
2024-11-15,91070.00
2024-11-16,90608.00
2024-11-17,89861.00
2024-11-18,90512.00
2024-11-19,92424.00
2024-11-20,94373.00
2024-11-21,98451.00
2024-11-22,99013.00
2024-11-23,97775.00
2024-11-24,98007.00
2024-11-25,93035.00
2024-11-26,91928.00
2024-11-27,95978.00
2024-11-28,95661.00
2024-11-29,97512.00
2024-11-30,96441.00
2024-12-01,97291.00
2024-12-02,95859.00
2024-12-03,95926.00
2024-12-04,98773.00
2024-12-05,97057.00
2024-12-06,99898.00
2024-12-07,99929.00
2024-12-08,101204.00
2024-12-09,97468.00
2024-12-10,96648.00
2024-12-11,101201.00
2024-12-12,100068.00
2024-12-13,101435.00
2024-12-14,101382.00
2024-12-15,104427.00
2024-12-16,106073.00
2024-12-17,106187.00
2024-12-18,100153.00
2024-12-19,97375.00
2024-12-20,97760.00
2024-12-21,97211.00
2024-12-22,95098.00
2024-12-23,94750.00
2024-12-24,98596.00
2024-12-25,99374.00
2024-12-26,95687.00
2024-12-27,94168.00
2024-12-28,95139.00
2024-12-29,93557.00
2024-12-30,92628.00
2024-12-31,93381.00
2025-01-01,94388.00
2025-01-02,96907.00
2025-01-03,98133.00
2025-01-04,98209.00
2025-01-05,98327.00
2025-01-06,102280.00
2025-01-07,96946.00
2025-01-08,95065.00
2025-01-09,92542.00
2025-01-10,94702.00
2025-01-11,94568.00
2025-01-12,94497.00
2025-01-13,94505.00
2025-01-14,96523.00
2025-01-15,100512.00
2025-01-16,99975.00
2025-01-17,104119.00
2025-01-18,104436.00
2025-01-19,101237.00
2025-01-20,102141.00
2025-01-21,106149.00
2025-01-22,103632.00
2025-01-23,103933.00
2025-01-24,104855.00
2025-01-25,104738.00
2025-01-26,102573.00
2025-01-27,102090.00
2025-01-28,101292.00
2025-01-29,103747.00
2025-01-30,104738.00
2025-01-31,102412.00
2025-02-01,100638.00
2025-02-02,97675.00
2025-02-03,101457.00
2025-02-04,97786.00
2025-02-05,96614.00
2025-02-06,96573.00
2025-02-07,96535.00
2025-02-08,96472.00
2025-02-09,96477.00
2025-02-10,97469.00
2025-02-11,95754.00
2025-02-12,97882.00
2025-02-13,96627.00
2025-02-14,97520.00
2025-02-15,97591.00
2025-02-16,96132.00
2025-02-17,95772.00
2025-02-18,95612.00
2025-02-19,96642.00
2025-02-20,98337.00
2025-02-21,96131.00
2025-02-22,96572.00
2025-02-23,96262.00
2025-02-24,91554.00
2025-02-25,88576.00
2025-02-26,84071.00
2025-02-27,84639.00
2025-02-28,84321.00
2025-03-01,86033.00
2025-03-02,94273.00
2025-03-03,86160.00
2025-03-04,87240.00
2025-03-05,90611.00
2025-03-06,89918.00
2025-03-07,86759.00
2025-03-08,86192.00
2025-03-09,80708.00
2025-03-10,78561.00
2025-03-11,82869.00
2025-03-12,83620.00
2025-03-13,81079.00
2025-03-14,83975.00
2025-03-15,84347.00
2025-03-16,82555.00
2025-03-17,84058.00
2025-03-18,82715.00
2025-03-19,86868.00
2025-03-20,84158.00
2025-03-21,84061.00
2025-03-22,83823.00
2025-03-23,86084.00
2025-03-24,87512.00
2025-03-25,87436.00
2025-03-26,86913.00
2025-03-27,87219.00
2025-03-28,84379.00
2025-03-29,82608.00
2025-03-30,82359.00
2025-03-31,82538.00
2025-04-01,85170.00
2025-04-02,82502.00
2025-04-03,83132.00
2025-04-04,83851.00
2025-04-05,83507.00
2025-04-06,78342.00
2025-04-07,79127.00
2025-04-08,76244.00
2025-04-09,82595.00
2025-04-10,79543.00
2025-04-11,83384.00
2025-04-12,85274.00
2025-04-13,83712.00
2025-04-14,84583.00
2025-04-15,83686.00
2025-04-16,84046.00
2025-04-17,84954.00
2025-04-18,84468.00
2025-04-19,85069.00
2025-04-20,85198.00
2025-04-21,87505.00
2025-04-22,93481.00
2025-04-23,93730.00
2025-04-24,94010.00
2025-04-25,94726.00
2025-04-26,94662.00
2025-04-27,93769.00
2025-04-28,95041.00
2025-04-29,94285.00
2025-04-30,94181.00
2025-05-01,96535.00
2025-05-02,96925.00
2025-05-03,95916.00
2025-05-04,94316.00
2025-05-05,94725.00
2025-05-06,96814.00
2025-05-07,97054.00
2025-05-08,103261.00
2025-05-09,102991.00
2025-05-10,104809.00
2025-05-11,104129.00
2025-05-12,102796.00
2025-05-13,104135.00
2025-05-14,103531.00
2025-05-15,103793.00
2025-05-16,103506.00
2025-05-17,103153.00
2025-05-18,106520.00
2025-05-19,105622.00
2025-05-20,106855.00
2025-05-21,109682.00
2025-05-22,111743.00
2025-05-23,107329.00
2025-05-24,107799.00
2025-05-25,109068.00
2025-05-26,109468.00
2025-05-27,108980.00
2025-05-28,107811.00
2025-05-29,105578.00
2025-05-30,104034.00
2025-05-31,104646.00
2025-06-01,105705.00
2025-06-02,105905.00
2025-06-03,105454.00
2025-06-04,104745.00
2025-06-05,101559.00
2025-06-06,104393.00
2025-06-07,105619.00
2025-06-08,105792.00
2025-06-09,110307.00
2025-06-10,110292.00
2025-06-11,108678.00
2025-06-12,105731.00
2025-06-13,106118.00
2025-06-14,105464.00
2025-06-15,105617.00
2025-06-16,106829.00
2025-06-17,104584.00
2025-06-18,104922.00
2025-06-19,104688.00
2025-06-20,103316.00
2025-06-21,102139.00
2025-06-22,101015.00
2025-06-23,105464.00
2025-06-24,106131.00
2025-06-25,107418.00
2025-06-26,107004.00
2025-06-27,107100.00
2025-06-28,107348.00
2025-06-29,108384.00
2025-06-30,107179.00
2025-07-01,105709.00
2025-07-02,108885.00
2025-07-03,109648.00
2025-07-04,108033.00
2025-07-05,108240.00
2025-07-06,109233.00
2025-07-07,108287.00
2025-07-08,108947.00
2025-07-09,111287.00
2025-07-10,116031.00
2025-07-11,117579.00
2025-07-12,117464.00
2025-07-13,119135.00
2025-07-14,119879.00
2025-07-15,117769.00
2025-07-16,118718.00
2025-07-17,119275.00
2025-07-18,118022.00
2025-07-19,117916.00
2025-07-20,117339.00
2025-07-21,117437.00
2025-07-22,120011.00
2025-07-23,118813.00
2025-07-24,118347.00
2025-07-25,117653.00
2025-07-26,117962.00
2025-07-27,119469.00
2025-07-28,118051.00
2025-07-29,117926.00
2025-07-30,117834.00
2025-07-31,115750.00
2025-08-01,113243.00
2025-08-02,112522.00
2025-08-03,114226.00
2025-08-04,115051.00
2025-08-05,114133.00
2025-08-06,115030.00
2025-08-07,117515.00
2025-08-08,116675.00
2025-08-09,116495.00
2025-08-10,119310.00
2025-08-11,118712.00
2025-08-12,120107.00
2025-08-13,123360.00
2025-08-14,118394.00
2025-08-15,117446.00
2025-08-16,117460.00
2025-08-17,117490.00
2025-08-18,116265.00
2025-08-19,112870.00
2025-08-20,114263.00
2025-08-21,112472.00
2025-08-22,116891.00
2025-08-23,115392.00
2025-08-24,113478.00
2025-08-25,110136.00
2025-08-26,111788.00
2025-08-27,111273.00
2025-08-28,112581.00
2025-08-29,108362.00
2025-08-30,108827.00
2025-08-31,108269.00
2025-09-01,109244.00
2025-09-02,111238.00
2025-09-03,111759.00
2025-09-04,110747.00
2025-09-05,110669.00
2025-09-06,110223.00
2025-09-07,111144.00
2025-09-08,112098.00
2025-09-09,111531.00
2025-09-10,113988.00
2025-09-11,115533.00
2025-09-12,116108.00
2025-09-13,115981.00
2025-09-14,115342.00
2025-09-15,115387.00
2025-09-16,116837.00
2025-09-17,116477.00
2025-09-18,117125.00
2025-09-19,115702.00
2025-09-20,115759.00
2025-09-21,115292.00
2025-09-22,112741.00
2025-09-23,112025.00
2025-09-24,113339.00
2025-09-25,109021.00
2025-09-26,109696.00
2025-09-27,109679.00
2025-09-28,112203.00
2025-09-29,114379.00
2025-09-30,114065.00
2025-10-01,118668.00
2025-10-02,120612.00
2025-10-03,122308.00
2025-10-04,122441.00
2025-10-05,123519.00
2025-10-06,124728.00
2025-10-07,121395.00
2025-10-08,123345.00
2025-10-09,121695.00
2025-10-10,112996.00
2025-10-11,110764.00
2025-10-12,115090.00
2025-10-13,115265.00
2025-10-14,113078.00
2025-10-15,110804.00
2025-10-16,108206.00
2025-10-17,106476.00
2025-10-18,107220.00
2025-10-19,108684.00
2025-10-20,110580.00
2025-10-21,108372.00
2025-10-22,107595.00
2025-10-23,110111.00
2025-10-24,111039.00
2025-10-25,111668.00
2025-10-26,114551.00
2025-10-27,114101.00
2025-10-28,112925.00
2025-10-29,110038.00
2025-10-30,108306.00
2025-10-31,109554.00
2025-11-01,110047.00
2025-11-02,110530.00
2025-11-03,106548.00
2025-11-04,101466.00
2025-11-05,103865.00
2025-11-06,101284.00
2025-11-07,103275.00
2025-11-08,102286.00
2025-11-09,104705.00
2025-11-10,105972.00
2025-11-11,103015.00
2025-11-12,101635.00
2025-11-13,99618.00
2025-11-14,94509.00
2025-11-15,95539.00
2025-11-16,94187.00
2025-11-17,92102.00
2025-11-18,92911.00
2025-11-19,91474.00
2025-11-20,86527.00
2025-11-21,85060.00
2025-11-22,84679.00
2025-11-23,86803.00
2025-11-24,88277.00
2025-11-25,87331.00
2025-11-26,90477.00
2025-11-27,91325.00
2025-11-28,90913.00
2025-11-29,90832.00
2025-11-30,90382.00
2025-12-01,86291.00
2025-12-02,91300.00
2025-12-03,93472.00
2025-12-04,92103.00
2025-12-05,89348.00
2025-12-06,89249.00
2025-12-07,90405.00
2025-12-08,90318.00
